,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero,Title,Hero Order,Role(s),Specialty(ies),Lane Recommendation(s),Health,Health Regen,Mana,Mana Regen,Attack Speed,Physical Damage,Magical Damage,Physical Defense,Magical Defense,Movement Speed,Energy,Energy Regen,Price,Specialty,Win Rate,Hero, Name Pasive Abilities,Ability,Pasive Deskripsi,Skill 1 Name Abilities,Skill 1 Ability,Skill 1 Pasive Deskripsi,Skill 2 Name Abilities,Skill 2 Ability,Skill 2 Pasive Deskripsi,Skill 3 Name Abilities,Skill 3 Ability,Skill 3 Pasive Deskripsi
Freya,"Freya, the Valkyrie",22,Fighter,Chase,EXP Lane/Jungling,2801,9.8,0,0,1.04 ┃ 100%,109,0,22,15,260,,,599,Chase/Damage,21W : 27L (43.75%),Freya,Power of Einherjar,Burst,"After each skill cast, Freya gains massive extra Attack Speed on her next 2 Basic Attacks (up to 6 stacks).

Freya gains 1 stack of Sacred Orb on each Basic Attack and can consume 2 Sacred Orb stacks to enhance her subsequent skills.",Leap of Faith,Blink CC,"Freya jumps to the target location, dealing 200(+80%Extra Physical Attack) Physical Damage to enemies hit and pulling them toward her.

Sacred Orb: Freya consumes 2 stack of Sacred Orb to increase the damage to 150%, extend the area of effect, and stun enemies hit for 0.5s.",Spirit Combo,Burst Blink,"Freya strikes in the target direction, gaining a 160(+70%Extra Physical Attack) shield while dealing 130 (+90% Total Physical Attack) Physical Damage to enemies hit and slowing them by 30% for 0.5s. Sacred Orb: Freya can cast this skill again within 4s at the cost of 2 stacks of Sacred Orb, up to 3 times.

On the 4th cast, Freya leaps into the air and smashes the area below, dealing 156(+108%Total Physical Attack) damage to enemies within and knocking them airborne for 0.5s.",Ougi: Valkyrie Descent,Morph Shield,"Freya gains 6 stacks of Sacred Orb and enters the Valkyrie state, gaining a 600(+180%Total Physical Attack) shield and 30 extra Physical Attack. Meanwhile, her Basic Attacks become ranged and deal splash damage. The Valkyrie state lasts 10s."
Gord,"Gord, the Professor of the Mystic",23,Mage,Poke,Mid Lane,2478,6.4,570,25,0.96 ┃ 100%,110,0,13,15,240,,,24000,Poke/Burst,227W : 236L (49.03%),Gord,Mystic Favor,BUFF,Enemies hit by Gord 4 times within a short period of time will take 140 (+60% Total Magic Power) True Damage and be slowed by 20% for 1s when hit by his attack again. The Slowing Effect can stack up to 2 times.,Mystic Projectile,CC AoE,"Gord conjures a Mystic Orb that bounces in the target direction and explodes on the first enemy hit, dealing 270 (+80% Total Magic Power) Magic Damage to enemies in the area and stunning them for
1s.",Mystic Injunction,AoE,"Gord creates an energy field in the target area, dealing 55 (+16% Total Magic Power) Magic Damage every 0.3s to enemies within (up to 13 times).",Mystic Gush,Burst Slow,"Gord unleashes an energy beam in the target direction, dealing 135 (+33% Total Magic Power) Magic Damage to enemies hit every 0.2s (up to 18 times).
The direction of the beam can be changed using the Left Joystick."
Natalia,"Natalia, the Bright Claw",24,Assassin,Chase,Jungling/Roaming,2639,7,486,16,1.1 ┃ 60%,121,0,18,15,260,,,32000   599,,247W : 263L (48.43%),Natalia,Assassin Instinct,BUFF,"If Natalia hides in the bush without dealing or receiving damage for 2s, she will conceal herself, increasing Movement Speed by 15% for up to 5s; but she will be noticed if she gets close to the enemy. In this state, Natalia's Basic Attack will teleport her to behind the target, dealing 200 (+130% Total Physical Attack) Physical Damage while silencing the target for 0.25s. 

Natalia's damage dealt from the target's back is increased by 115%. Her Basic Attacks against creeps always trigger this effect and deal 15% extra damage, but her Crit Damage is reduced to 140%.",Claw Dash,Blink AoE,"Natalia dashes in the target direction, dealing 185 (+40% Total Physical Attack) Physical Damage to enemies in her path.
She can cast this skill again within 5s if an enemy is hit.",Smoke Bomb,BUFF Slow,"Natalia releases Smoke Bomb on the spot, dodging all Basic Attacks and increasing Attack Speed by 25% while slowing the enemy by 40% for 4s.",The Hunt,Conceal BUFF,"Natalia enters Assassin Instinct state, increasing Physical Attack by 15 for 3s.
This skill is charged every 30s for up to 2 stacks. Creep kills will immediately restore 50% Charging Time."
Kagura,"Kagura, the Onmyouji Master",25,Mage,Poke,Mid Lane,2556,7,519,21,1.02 ┃ 100%,118,0,19,10,240,,,32000   599,Poke/Reap,900W : 986L (47.72%),Kagura,Yin Yang Gathering,Shield CC,"Upon retrieving the Seimei Umbrella, Kagura gains a 280(+50% TotalMagic Power) shield, stuns nearby enemies for 0.5s, and slows them by 60% for 1s. Cooldown: 4.5s.",Seimei Umbrella Open,Damage Slow,"Kagura sends the Seimei Umbrella to the target location, dealing 315(+105%Total Magic Power) Magic Damage to enemies in its path and slowing them by 60% for 0.5s. The Umbrella will automatically return to Kagura when she's too far away.",Seimei Umbrella Open,Damage Slow,"Kagura sends the Seimei Umbrella to the target location, dealing 315(+105%Total Magic Power) Magic Damage to enemies in its path and slowing them by 60% for 0.5s. The Umbrella will automatically return to Kagura when she's too far away.",Rasho Umbrella Flee,Remove CC Blink,"Kagura removes all debuffs on her and leaps in the target direction, while leaving the Seimei Umbrella behind."
Chou,"Chou, the Kung Fu Boy",26,Fighter,Chase,EXP Lane/Roaming,2708,7.8,0,0,1.1 ┃ 100%,121,0,23,15,260,,,24000   499,Chase/Control,2253W : 2086L (51.92%),Chou,Only Fast,BUFF,"After traveling 8 units, Chou deals 180% damage on his next Basic Attack (cannot critically strike) and briefly slows the target by 80%.",Jeet Kune Do,AoE Blink,"Chou strikes in the target direction, dealing 180(+70%Total Physical Attack) Physical Damage to enemies hit. This skill can be cast 3 times before it goes on cooldown. On the 3rd cast, Chou also knocks enemies hit airborne.

Hitting an enemy hero with the 3rd cast resets the cooldown of Shunpo.",Shunpo,Blink BUFF,"Chou dashes in the target direction, gaining Control Immunity during the dash and 15 Physical Penetration and a 200(+200%Extra Physical Attack) shield for 2s afterward.",The Way of Dragon,CC Burst,"Chou strikes a roundhouse kick at the target enemy hero, dealing them 400(+200%Extra Physical Attack) Physical Damage and knocking them back.
Use Again: Chou launches a flurry of blows on the enemy in mid-air, dealing at least 400(+200%Extra Physical Attack) Physical Damage."
Sun,"Sun, the Monkey King",27,Fighter,Push,EXP Lane/Jungling,2758,8.2,400,16,1.14 ┃ 100%,114,0,23,15,260,,,32000   599,Push/Damage,60W : 56L (51.72%),Sun,Simian God,Debuff HEAL,Attacks of Sun and his Doppelgangers reduce enemies' Physical Defense by 4% on hit (up to 10 stacks). Sun recovers HP by 50% of his Doppelganger's Physical Attack each time it deals damage.,Endless Variety,AoE,"Sun hurls his Golden Staff in the target direction, dealing 200 (+40% Total Physical Attack) Physical Damage to enemies in its path. Upon hitting an enemy hero or creep or reaching the maximum range, the Golden Staff morphs into a Doppelganger that lasts 5s and inherits 40% of Sun's attributes.
Endless Variety and Swift Exchange are learned and leveled up together and share the same cooldown.",Swift Exchange,Blink AoE,"Sun hurls his Golden Staff in the target direction, dealing 200 (+40%Total Physical Attack) Physical Damage to enemies in its path.

Meanwhile, he conjures a Doppelganger that lasts 5s and inherits 40% of his attributes on the spot, conceals himself, and moves along with the Golden Staff.

Sun reappears and retrieves the Golden Staff when it hits an enemy hero or reaches the maximum range.",Instantaneous Move,Blink AoE,"Sun commands his Doppelgangers to strike at the target enemy with him, dealing 250 (+60% Total Physical Attack) Physical Damage to the enemy and those behind them."
Alpha,"Alpha, the Blade of Enmity",28,Fighter,Charge,EXP Lane/Jungling,2646,7.8,453,31,1.14 ┃ 100%,121,0,25,15,260,,,32000   599,Charge/Damage,110W : 129L (46.03%),Alpha,"Beta, Advance!",Damage Slow,"Beta assists Alpha on each skill cast, attacking and marking enemies hit. It launches 3 extra laser attacks on enemies marked 2 times.

The first two attacks deal 50(+70%Extra Physical Attack) True Damage each and briefly slow the enemy hit, while the third deals 50(+130%Extra Physical Attack) True Damage to the enemy and those around them.",Rotary Impact,AoE Slow,"Alpha sends a light wave in the target direction, dealing 100(+90%Extra Physical Attack) Physical Damage to enemies in its path and slowing them by 40% for 1s.

Beta then strafes enemies in the same path, dealing 60(+30% Extra Physical Attack) Physical Damage.",Force Swing,AoE HEAL,"After a short delay, Alpha swings his blade in the target direction, dealing 250(+100%Total Physical Attack) Physical Damage to enemies in a fan-shaped area and recovering 100(+30%Extra Physical Attack) HP for each enemy hit.

Beta then strafes enemies in the same area, dealing 125(+30%Total Physical Attack) Physical Damage.","Alpha, Charge!",Blink CC,"Alpha commands Beta to strike the target location, dealing 100(+20%Extra Physical Attack) Physical Damage to enemies hit and stunning them for 1s. Meanwhile, Alpha leaps toward the same location, dealing 50(+20%Extra Physical Attack) Physical Damage to enemies in his path, knocking them airborne, and bringing them along with him. He then launches a plunging attack, dealing 200(+80%Extra Physical Attack) Physical Damage to enemies hit and slowing them by 40% for 1.5s. Beta then strafes enemies in the same area 5 times, each time dealing 25(+60%Extra Physical Attack) Physical Damage."
Ruby,"Ruby, the Little Red Hood",29,Fighter/Tank,Crowd Control/Regen,EXP Lane/Roaming,2646,7.8,453,31,1.14 ┃ 100%,121,0,25,15,260,,,32000   599,Crowd Control/Regen,876W : 1046L (45.58%),Ruby,Let's dance!,BUFF,"Ruby has 10% initial Physical Lifesteal. Her skills benefit from 115% of her Physical Lifesteal, while her Basic Attacks cannot trigger Lifesteal.
After each skill cast, Ruby can dash to another location, gaining 9(+1.8*Hero Level) Physical & Magic Defense (scales with level, up to 3 stacks) for 4s.",Be Good!,AoE Slow,"Ruby swings her scythe, dealing 80(+65%Total Physical Attack) Physical Damage to enemies in an arc. She then releases a shockwave in the same direction that deals 80(+65%Total Physical Attack) Physical Damage to enemies hit and slows them by 40% for 2s.","Don't run, Wolf King!",CC AoE,"Ruby swings her scythe around herself twice, each swing dealing 60(+55%Total Physical Attack) Physical Damage to nearby enemies, stunning them for 0.5s, and slowly pulling them toward her.",I'm offended!,CC AoE,"Ruby sweeps her scythe in the target direction, dealing 200(+200%Total Physical Attack) Physical Damage to enemies hit, pulling them toward her, and stunning them for 0.5s."
Yi Sun-shin,"Yi Sun-shin, the Paenlong Legend",30,Assassin/Marksman,Finisher/Chase,Jungling,2570,7.2,438,15,1.03 ┃ 80%,100,0,22,15,250,,,32000   599,Reap/Chase,555W : 449L (55.28%),Yi Sun-Shin,Heavenly Vow,BUFF,"Yi Sun-shin chooses his longbow or glaive to attack according to his distance from the target. 

Weapon Mastery: After each weapon swap, the next two attacks will be enhanced. The first attack deals 60%-100% Crit Damage. The second attack deals 60%-75% Crit Damage and grants Yi Sun-shin 20% Movement Speed for 1s. Each enhanced attack reduces the cooldown of Traceless by 1s.

The allied base is transformed into a naval fleet. Every 180s or after respawn, a Turtle Ship is spawned at the allied base. Yi Sun-shin can board the Turtle Ship and gains 60% Movement Speed that will decay to 21% after s and enhances Traceless.",Traceless,Blink AoE,"Yi Sun-shin slashes forward with his glaive, dealing 150(+40%Total Physical Attack) Physical Damage. He becomes immune to CC while dashing for 1s.",Dauntless Fleet,CC AoE,"Yi Sun-shin orders the Turtle Ship to charge toward the target, dealing 200(+100%Total Physical Attack) Physical Damage to the first enemy hit and nearby enemies and stunning them for 1.2s.",Blood Floods,AoE,"Without charging: Yi Sun-shin slashes swiftly with his glaive, dealing 240(+80%Total Physical Attack) Physical Damage. 
Charging: Yi Sun-shin shoots forward a powerful arrow, dealing 240(+80%Total Physical Attack) Physical Damage to the target. The arrow damage scales with the charging duration, capped at 200%. This damage decays with the number of enemies hit, and can't go below 40%. His Movement Speed is reduced by 20% while charging.

Yi Sun-shin gains Weapon Mastery right away upon skill cast."
Moskov,"Moskov, the Spear of Quiescence",31,Marksman,Finisher,Gold Lane,2455,6.4,420,15,1.01 ┃ 100%,125,0,16,15,240,,,32000   399,Reap/Chase,236W : 221L (51.64%),Moskov,Spear of Quiescence,BUFF,Moskov's Basic Attacks can penetrate the target and deal (+68% Total Physical Attack)-(+110% Total Physical Attack) Physical Damage to enemies behind them. Each Basic Attack hit reduces the cooldowns of Abyss Walker and Spear of Misery by 0.8s.,Abyss Walker,Blink BUFF,"Moskov teleports to the target location, increasing his Attack Speed to 1.3 times for 3s. Meanwhile, his Basic Attack deals 10% more damage to enemies behind the primary target.",Spear of Misery,CC Damage,"Moskov launches a powerful strike at the target enemy hero or creep, dealing them 300(+60%Total Physical Attack) Physical Damage, knocking them back, and exposing their position for 5s. If the enemy collides with an enemy hero when knocked back, they'll both take 200(+30%Total Physical Attack) Physical Damage and be stunned for 1.5s. If the enemy is knocked into a wall, they'll be stunned for 1.5s.",Spear of Destruction,Burst Slow,"After a short delay, Moskov throws out the Spear of Destruction in the target direction, dealing 600(+100%Total Physical Attack) Physical Damage to enemies in a line and to the first enemy hero hit. Upon hitting an enemy hero, the Spear explodes and deals 780(+130%Total Physical Attack) Physical Damage to enemies behind them. The enemy hero and enemies hit by the explosion are slowed by 50% for 1s. The slow duration scales with the flying distance (up to 5s)."
Johnson,"Johnson, the Wild Engine",32,Tank/Support,Support/Crowd Control,Roaming,2809,8.4,0,0,1.03 ┃ 100%,120,0,27,15,255,,,32000   599,Support/Crowd Control,80W : 93L (46.24%),Johnson,Electro Airbag,Shield,"When Johnson's HP drops below 30%, he gains a 300 (+700% Total Physical Defense) shield for 10s. Cooldown: 100s.",Impact Wrench,CC AoE,"Johnson throws his spanner toward the target location, dealing 120 (+250% Total Physical Defense) Magic Damage to enemies in its path. Enemies around the landing point are stunned for 0.8s.",Electromagnetic Waves,AoE Slow,"Johnson raises his shield, continuously dealing 80 (+60% Total Magic Power) Magic Damage to enemies in a fan-shaped area in the target direction and slowing them by 20%. Each instance of damage also increases the enemy's subsequent damage taken from the skill by 15% (up to 45%). This damage is increased by 60% against creeps.
Johnson can cast Basic Attacks and skills for the duration.",Full Throttle,Morph CC,"Johnson transforms into a car, accelerating over time. An allied hero can board the car during the acceleration phase. The car will explode upon hitting an enemy hero or obstacle, dealing 300 (+160% Total Magic Power)-450 (+280% Total Magic Power) Magic Damage to nearby enemies, stunning them for 0.5-1s (scales with the car's speed), and creating an electrified zone at the location. Enemies in the zone are continuously dealt 60 (+20% Total Magic Power) Magic Damage and slowed. Johnson can cast Throttle to skip the acceleration phase, Brake to stop immediately, and hold Nitrous to continuously increase his speed for up to 5s. Johnson's location is revealed for 3s upon casting this skill.
Passive: Johnson's Physical Defense is increased by 10%."
